"Orthogroup" "dana_prot" "dmel_prot" "dmoj_prot" "dper_prot" "dpse_prot" "dvir_prot" "dwil_prot" "dyak_prot"
"2787" "OG0004927" "YOgnAN13331" "YOgnME13549" "YOgnMO09390" "YOgnPE00603" "YOgnPS02524" "YOgnVI01454" "YOgnWI12965" "YOgnYA10336"
"2788" "OG0004928" "YOgnAN13349" "YOgnME11707" "YOgnMO10013" "YOgnPE15667" "YOgnPS02113" "YOgnVI11327" "YOgnWI10113" "YOgnYA12059"
"2789" "OG0004929" "YOgnAN13361" "YOgnME11719" "YOgnMO11652" "YOgnPE15678" "YOgnPS02102" "YOgnVI11230" "YOgnWI10121" "YOgnYA12047"
"2790" "OG0004931" "YOgnAN13364" "YOgnME13428" "YOgnMO10423" "YOgnPE09336" "YOgnPS01114" "YOgnVI06211" "YOgnWI14246" "YOgnYA10445"
"2791" "OG0004932" "YOgnAN13365" "YOgnME11026" "YOgnMO10890" "YOgnPE16098" "YOgnPS02039" "YOgnVI01889" "YOgnWI13610" "YOgnYA09033"
"2792" "OG0004933" "YOgnAN13366" "YOgnME11027" "YOgnMO09863" "YOgnPE16097" "YOgnPS02038" "YOgnVI01421" "YOgnWI13609" "YOgnYA09034"
"2793" "OG0004934" "YOgnAN13368" "YOgnME11029" "YOgnMO10598" "YOgnPE00045" "YOgnPS00436" "YOgnVI09849" "YOgnWI13607" "YOgnYA09036"
"2794" "OG0004936" "YOgnAN13380" "YOgnME12913" "YOgnMO11141" "YOgnPE00148" "YOgnPS00531" "YOgnVI11432" "YOgnWI14159" "YOgnYA10752"
"2795" "OG0004937" "YOgnAN13381" "YOgnME12912" "YOgnMO11140" "YOgnPE00150" "YOgnPS00533" "YOgnVI11431" "YOgnWI12978" "YOgnYA10751"
"2796" "OG0004938" "YOgnAN13392" "YOgnME10676" "YOgnMO10843" "YOgnPE00291" "YOgnPS02821" "YOgnVI01388" "YOgnWI13209" "YOgnYA09694"
"2797" "OG0004939" "YOgnAN13394" "YOgnME10678" "YOgnMO10842" "YOgnPE00996" "YOgnPS00973" "YOgnVI01389" "YOgnWI13211" "YOgnYA09696"
"2798" "OG0004940" "YOgnAN13398" "YOgnME12103" "YOgnMO10839" "YOgnPE00992" "YOgnPS00976" "YOgnVI01392" "YOgnWI13214" "YOgnYA11787"
"2799" "OG0004941" "YOgnAN13402" "YOgnME12100" "YOgnMO10837" "YOgnPE00989" "YOgnPS00981" "YOgnVI01394" "YOgnWI13220" "YOgnYA11784"
"2800" "OG0004942" "YOgnAN13403" "YOgnME12099" "YOgnMO10836" "YOgnPE00988" "YOgnPS00983" "YOgnVI01395" "YOgnWI13221" "YOgnYA11783"
"2801" "OG0004943" "YOgnAN13405" "YOgnME12095" "YOgnMO10834" "YOgnPE00986" "YOgnPS00985" "YOgnVI01396" "YOgnWI13224" "YOgnYA11779"
"2802" "OG0004944" "YOgnAN13407" "YOgnME12092" "YOgnMO06939" "YOgnPE00984" "YOgnPS00987" "YOgnVI07982" "YOgnWI13226" "YOgnYA11777"
"2803" "OG0004945" "YOgnAN13409" "YOgnME12087" "YOgnMO10832" "YOgnPE00982" "YOgnPS00989" "YOgnVI01399" "YOgnWI13228" "YOgnYA11773"
"2804" "OG0004946" "YOgnAN13413" "YOgnME12081" "YOgnMO10826" "YOgnPE00976" "YOgnPS00994" "YOgnVI01405" "YOgnWI13234" "YOgnYA11768"
"2805" "OG0004947" "YOgnAN13414" "YOgnME12080" "YOgnMO11107" "YOgnPE00975" "YOgnPS00997" "YOgnVI01644" "YOgnWI13235" "YOgnYA11766"
"2806" "OG0004948" "YOgnAN13417" "YOgnME12077" "YOgnMO10181" "YOgnPE01247" "YOgnPS00729" "YOgnVI01310" "YOgnWI09731" "YOgnYA11762"
"2807" "OG0004949" "YOgnAN13418" "YOgnME12076" "YOgnMO09842" "YOgnPE01246" "YOgnPS00730" "YOgnVI11407" "YOgnWI12132" "YOgnYA11761"
"2808" "OG0004950" "YOgnAN13424" "YOgnME12071" "YOgnMO09341" "YOgnPE01436" "YOgnPS02936" "YOgnVI09955" "YOgnWI13810" "YOgnYA11756"
"2809" "OG0004951" "YOgnAN13425" "YOgnME12070" "YOgnMO10319" "YOgnPE01435" "YOgnPS02935" "YOgnVI11016" "YOgnWI13076" "YOgnYA11755"
"2810" "OG0004952" "YOgnAN13426" "YOgnME12069" "YOgnMO08539" "YOgnPE01434" "YOgnPS02934" "YOgnVI11015" "YOgnWI13077" "YOgnYA11754"
"2811" "OG0004953" "YOgnAN13433" "YOgnME12056" "YOgnMO11393" "YOgnPE01424" "YOgnPS02925" "YOgnVI02804" "YOgnWI13075" "YOgnYA11741"
"2812" "OG0004954" "YOgnAN13436" "YOgnME10297" "YOgnMO11390" "YOgnPE01421" "YOgnPS02922" "YOgnVI02801" "YOgnWI13943" "YOgnYA09337"
"2813" "OG0004955" "YOgnAN13439" "YOgnME11786" "YOgnMO11821" "YOgnPE00958" "YOgnPS01014" "YOgnVI10145" "YOgnWI09941" "YOgnYA11977"
"2814" "OG0004956" "YOgnAN13443" "YOgnME11790" "YOgnMO10600" "YOgnPE15887" "YOgnPS00075" "YOgnVI09847" "YOgnWI09686" "YOgnYA11973"
"2815" "OG0004957" "YOgnAN13444" "YOgnME13348" "YOgnMO10611" "YOgnPE00341" "YOgnPS02766" "YOgnVI01435" "YOgnWI09947" "YOgnYA10521"
"2816" "OG0004958" "YOgnAN13446" "YOgnME13426" "YOgnMO09988" "YOgnPE01328" "YOgnPS00645" "YOgnVI11353" "YOgnWI14088" "YOgnYA10447"
"2817" "OG0004959" "YOgnAN13447" "YOgnME13425" "YOgnMO09989" "YOgnPE01326" "YOgnPS00646" "YOgnVI11352" "YOgnWI13291" "YOgnYA10448"
"2818" "OG0004960" "YOgnAN13448" "YOgnME13424" "YOgnMO09990" "YOgnPE01325" "YOgnPS00647" "YOgnVI11351" "YOgnWI13292" "YOgnYA10449"
"2819" "OG0004961" "YOgnAN13449" "YOgnME13421" "YOgnMO10856" "YOgnPE01374" "YOgnPS00598" "YOgnVI02491" "YOgnWI13293" "YOgnYA10450"
"2820" "OG0004962" "YOgnAN13451" "YOgnME13419" "YOgnMO10854" "YOgnPE01372" "YOgnPS00600" "YOgnVI02489" "YOgnWI13296" "YOgnYA10453"
"2821" "OG0004963" "YOgnAN13452" "YOgnME13418" "YOgnMO11413" "YOgnPE09726" "YOgnPS01498" "YOgnVI02826" "YOgnWI13031" "YOgnYA10454"
"2822" "OG0004964" "YOgnAN13454" "YOgnME13628" "YOgnMO10139" "YOgnPE15625" "YOgnPS02156" "YOgnVI01952" "YOgnWI10485" "YOgnYA10264"
"2823" "OG0004965" "YOgnAN13461" "YOgnME13624" "YOgnMO10145" "YOgnPE15960" "YOgnPS00248" "YOgnVI01961" "YOgnWI10478" "YOgnYA10268"
"2824" "OG0004966" "YOgnAN13463" "YOgnME13622" "YOgnMO10147" "YOgnPE15633" "YOgnPS02147" "YOgnVI01964" "YOgnWI10476" "YOgnYA10270"
"2825" "OG0004967" "YOgnAN13465" "YOgnME13620" "YOgnMO10154" "YOgnPE15636" "YOgnPS02144" "YOgnVI01967" "YOgnWI10471" "YOgnYA10272"
"2826" "OG0004968" "YOgnAN13466" "YOgnME13619" "YOgnMO10156" "YOgnPE15637" "YOgnPS02143" "YOgnVI01968" "YOgnWI10470" "YOgnYA10273"
"2827" "OG0004969" "YOgnAN13468" "YOgnME13617" "YOgnMO10158" "YOgnPE15639" "YOgnPS02141" "YOgnVI01971" "YOgnWI10468" "YOgnYA10275"
"2828" "OG0004970" "YOgnAN13471" "YOgnME13612" "YOgnMO09233" "YOgnPE00888" "YOgnPS02447" "YOgnVI11612" "YOgnWI10464" "YOgnYA10279"
"2829" "OG0004971" "YOgnAN13472" "YOgnME13610" "YOgnMO10957" "YOgnPE00886" "YOgnPS02446" "YOgnVI10630" "YOgnWI10463" "YOgnYA10280"
"2830" "OG0004972" "YOgnAN13475" "YOgnME13602" "YOgnMO09239" "YOgnPE00883" "YOgnPS02442" "YOgnVI11605" "YOgnWI10461" "YOgnYA10283"
"2831" "OG0004973" "YOgnAN13477" "YOgnME13600" "YOgnMO09241" "YOgnPE00880" "YOgnPS02439" "YOgnVI11603" "YOgnWI10458" "YOgnYA10285"
"2832" "OG0004974" "YOgnAN13479" "YOgnME13598" "YOgnMO09950" "YOgnPE01406" "YOgnPS00567" "YOgnVI11098" "YOgnWI12102" "YOgnYA10286"
"2833" "OG0004975" "YOgnAN13482" "YOgnME13595" "YOgnMO09953" "YOgnPE01403" "YOgnPS00570" "YOgnVI11095" "YOgnWI12104" "YOgnYA10288"
"2834" "OG0004976" "YOgnAN13485" "YOgnME13591" "YOgnMO11596" "YOgnPE01400" "YOgnPS00573" "YOgnVI02456" "YOgnWI12107" "YOgnYA10292"
"2835" "OG0004977" "YOgnAN13486" "YOgnME13590" "YOgnMO09867" "YOgnPE01399" "YOgnPS00574" "YOgnVI01909" "YOgnWI12108" "YOgnYA10293"
"2836" "OG0004978" "YOgnAN13488" "YOgnME13682" "YOgnMO10631" "YOgnPE01177" "YOgnPS00792" "YOgnVI01900" "YOgnWI12111" "YOgnYA10212"
"2837" "OG0004979" "YOgnAN13501" "YOgnME13324" "YOgnMO09183" "YOgnPE00448" "YOgnPS02668" "YOgnVI10647" "YOgnWI13668" "YOgnYA11948"
"2838" "OG0004980" "YOgnAN13502" "YOgnME13323" "YOgnMO11517" "YOgnPE00449" "YOgnPS02667" "YOgnVI10648" "YOgnWI12270" "YOgnYA11947"
"2839" "OG0004981" "YOgnAN13506" "YOgnME13320" "YOgnMO11513" "YOgnPE00451" "YOgnPS02664" "YOgnVI10651" "YOgnWI12273" "YOgnYA11944"
"2840" "OG0004982" "YOgnAN13507" "YOgnME13319" "YOgnMO11512" "YOgnPE00452" "YOgnPS02663" "YOgnVI10652" "YOgnWI10928" "YOgnYA11943"
"2841" "OG0004983" "YOgnAN13508" "YOgnME13317" "YOgnMO11511" "YOgnPE15704" "YOgnPS02080" "YOgnVI10653" "YOgnWI12282" "YOgnYA11940"
"2842" "OG0004984" "YOgnAN13509" "YOgnME13314" "YOgnMO09467" "YOgnPE15706" "YOgnPS02078" "YOgnVI10485" "YOgnWI12283" "YOgnYA11938"
"2843" "OG0004985" "YOgnAN13514" "YOgnME13309" "YOgnMO09471" "YOgnPE15710" "YOgnPS02073" "YOgnVI10488" "YOgnWI13099" "YOgnYA11934"
"2844" "OG0004986" "YOgnAN13528" "YOgnME13297" "YOgnMO10115" "YOgnPE15718" "YOgnPS02063" "YOgnVI11161" "YOgnWI13763" "YOgnYA11921"
"2845" "OG0004987" "YOgnAN13531" "YOgnME13294" "YOgnMO10118" "YOgnPE15721" "YOgnPS02061" "YOgnVI11156" "YOgnWI13992" "YOgnYA11919"
"2846" "OG0004988" "YOgnAN13536" "YOgnME13287" "YOgnMO11819" "YOgnPE15729" "YOgnPS00120" "YOgnVI10146" "YOgnWI13987" "YOgnYA11911"
"2847" "OG0004989" "YOgnAN13540" "YOgnME13406" "YOgnMO08740" "YOgnPE15734" "YOgnPS00126" "YOgnVI09753" "YOgnWI13983" "YOgnYA10464"
"2848" "OG0004990" "YOgnAN13555" "YOgnME12682" "YOgnMO09226" "YOgnPE01151" "YOgnPS00817" "YOgnVI11619" "YOgnWI10869" "YOgnYA09855"
"2849" "OG0004991" "YOgnAN13557" "YOgnME12680" "YOgnMO09228" "YOgnPE01149" "YOgnPS00819" "YOgnVI11617" "YOgnWI10867" "YOgnYA09857"
"2850" "OG0004992" "YOgnAN13561" "YOgnME12677" "YOgnMO09229" "YOgnPE01148" "YOgnPS00820" "YOgnVI11616" "YOgnWI10866" "YOgnYA09859"
"2851" "OG0004993" "YOgnAN13562" "YOgnME12676" "YOgnMO09230" "YOgnPE01147" "YOgnPS00821" "YOgnVI11615" "YOgnWI10865" "YOgnYA09860"
"2852" "OG0004994" "YOgnAN13563" "YOgnME12675" "YOgnMO09231" "YOgnPE01146" "YOgnPS00822" "YOgnVI11614" "YOgnWI10864" "YOgnYA09861"
"2853" "OG0004996" "YOgnAN13568" "YOgnME12670" "YOgnMO11217" "YOgnPE01139" "YOgnPS00830" "YOgnVI10667" "YOgnWI12467" "YOgnYA11371"
"2854" "OG0004997" "YOgnAN13574" "YOgnME11797" "YOgnMO11591" "YOgnPE15866" "YOgnPS00057" "YOgnVI02451" "YOgnWI13958" "YOgnYA11966"
"2855" "OG0004998" "YOgnAN13579" "YOgnME11802" "YOgnMO10200" "YOgnPE15871" "YOgnPS00062" "YOgnVI01329" "YOgnWI13950" "YOgnYA11961"
"2856" "OG0004999" "YOgnAN13580" "YOgnME11803" "YOgnMO10201" "YOgnPE15872" "YOgnPS00063" "YOgnVI01331" "YOgnWI13949" "YOgnYA11960"
"2857" "OG0005000" "YOgnAN13583" "YOgnME10267" "YOgnMO11786" "YOgnPE01098" "YOgnPS00868" "YOgnVI10246" "YOgnWI09763" "YOgnYA09310"
"2858" "OG0005001" "YOgnAN13584" "YOgnME11812" "YOgnMO08899" "YOgnPE15880" "YOgnPS00070" "YOgnVI02052" "YOgnWI12876" "YOgnYA10541"
"2859" "OG0005002" "YOgnAN13587" "YOgnME11816" "YOgnMO08901" "YOgnPE15884" "YOgnPS00073" "YOgnVI02054" "YOgnWI12878" "YOgnYA10544"
"2860" "OG0005003" "YOgnAN13610" "YOgnME10454" "YOgnMO11048" "YOgnPE14639" "YOgnPS01724" "YOgnVI11079" "YOgnWI12995" "YOgnYA09495"
"2861" "OG0005004" "YOgnAN13619" "YOgnME10263" "YOgnMO10717" "YOgnPE00439" "YOgnPS02678" "YOgnVI10208" "YOgnWI13408" "YOgnYA09305"
"2862" "OG0005005" "YOgnAN13620" "YOgnME08645" "YOgnMO13519" "YOgnPE08238" "YOgnPS16072" "YOgnVI11698" "YOgnWI08279" "YOgnYA07747"
"2863" "OG0005006" "YOgnAN13627" "YOgnME11259" "YOgnMO11875" "YOgnPE00405" "YOgnPS02711" "YOgnVI01495" "YOgnWI14350" "YOgnYA10066"
"2864" "OG0005008" "YOgnAN13637" "YOgnME11676" "YOgnMO08995" "YOgnPE00833" "YOgnPS02397" "YOgnVI02557" "YOgnWI14338" "YOgnYA12087"
"2865" "OG0005009" "YOgnAN13640" "YOgnME11677" "YOgnMO08997" "YOgnPE00832" "YOgnPS02396" "YOgnVI02556" "YOgnWI12140" "YOgnYA12086"
"2866" "OG0005010" "YOgnAN13641" "YOgnME11678" "YOgnMO08998" "YOgnPE00831" "YOgnPS02395" "YOgnVI02555" "YOgnWI12141" "YOgnYA12085"
"2867" "OG0005011" "YOgnAN13643" "YOgnME11680" "YOgnMO11182" "YOgnPE00829" "YOgnPS02393" "YOgnVI11473" "YOgnWI12143" "YOgnYA12083"
"2868" "OG0005012" "YOgnAN13649" "YOgnME11692" "YOgnMO11177" "YOgnPE00820" "YOgnPS02386" "YOgnVI11466" "YOgnWI10158" "YOgnYA12074"
"2869" "OG0005013" "YOgnAN13655" "YOgnME13363" "YOgnMO10626" "YOgnPE00327" "YOgnPS02780" "YOgnVI01905" "YOgnWI09738" "YOgnYA10506"
"2870" "OG0005014" "YOgnAN13656" "YOgnME13362" "YOgnMO10625" "YOgnPE00328" "YOgnPS00919" "YOgnVI01906" "YOgnWI09741" "YOgnYA10507"
"2871" "OG0005015" "YOgnAN13657" "YOgnME13361" "YOgnMO10624" "YOgnPE00329" "YOgnPS02778" "YOgnVI01422" "YOgnWI09742" "YOgnYA10508"
"2872" "OG0005016" "YOgnAN13664" "YOgnME13354" "YOgnMO10616" "YOgnPE00334" "YOgnPS02772" "YOgnVI01430" "YOgnWI13870" "YOgnYA10515"
"2873" "OG0005017" "YOgnAN13666" "YOgnME13351" "YOgnMO10614" "YOgnPE00339" "YOgnPS02769" "YOgnVI01432" "YOgnWI09943" "YOgnYA10518"
"2874" "OG0005018" "YOgnAN13669" "YOgnME13349" "YOgnMO10612" "YOgnPE00343" "YOgnPS02767" "YOgnVI01434" "YOgnWI09946" "YOgnYA10520"
"2875" "OG0005020" "YOgnAN13675" "YOgnME12666" "YOgnMO11214" "YOgnPE01132" "YOgnPS00835" "YOgnVI10670" "YOgnWI12463" "YOgnYA11507"
"2876" "OG0005021" "YOgnAN13677" "YOgnME12260" "YOgnMO11537" "YOgnPE01103" "YOgnPS00862" "YOgnVI10430" "YOgnWI10937" "YOgnYA11126"
"2877" "OG0005022" "YOgnAN13680" "YOgnME10014" "YOgnMO10280" "YOgnPE09999" "YOgnPS03186" "YOgnVI10009" "YOgnWI10305" "YOgnYA08891"
"2878" "OG0005023" "YOgnAN13689" "YOgnME10022" "YOgnMO09710" "YOgnPE10030" "YOgnPS03220" "YOgnVI02316" "YOgnWI13926" "YOgnYA08898"
"2879" "OG0005024" "YOgnAN13696" "YOgnME10027" "YOgnMO09714" "YOgnPE10026" "YOgnPS03216" "YOgnVI02321" "YOgnWI13924" "YOgnYA08904"
"2880" "OG0005025" "YOgnAN13698" "YOgnME10030" "YOgnMO11380" "YOgnPE10023" "YOgnPS03213" "YOgnVI02793" "YOgnWI14201" "YOgnYA08906"
"2881" "OG0005026" "YOgnAN13703" "YOgnME10035" "YOgnMO11376" "YOgnPE10019" "YOgnPS03209" "YOgnVI02789" "YOgnWI14197" "YOgnYA08911"
"2882" "OG0005027" "YOgnAN13704" "YOgnME10036" "YOgnMO11375" "YOgnPE10018" "YOgnPS03208" "YOgnVI02788" "YOgnWI14196" "YOgnYA08912"
"2883" "OG0005028" "YOgnAN13705" "YOgnME10038" "YOgnMO11373" "YOgnPE10017" "YOgnPS03206" "YOgnVI02786" "YOgnWI14193" "YOgnYA08913"
"2884" "OG0005029" "YOgnAN13710" "YOgnME10359" "YOgnMO09618" "YOgnPE10036" "YOgnPS03227" "YOgnVI02119" "YOgnWI12844" "YOgnYA09400"
"2885" "OG0005030" "YOgnAN13736" "YOgnME11927" "YOgnMO09456" "YOgnPE00241" "YOgnPS02863" "YOgnVI10473" "YOgnWI10169" "YOgnYA10643"
"2886" "OG0005031" "YOgnAN13737" "YOgnME11926" "YOgnMO09455" "YOgnPE00240" "YOgnPS02864" "YOgnVI10472" "YOgnWI10168" "YOgnYA10642"
"2887" "OG0005032" "YOgnAN13738" "YOgnME11925" "YOgnMO09454" "YOgnPE00239" "YOgnPS02865" "YOgnVI10471" "YOgnWI10167" "YOgnYA10641"
"2888" "OG0005034" "YOgnAN13743" "YOgnME12710" "YOgnMO09450" "YOgnPE00234" "YOgnPS02870" "YOgnVI10466" "YOgnWI10162" "YOgnYA09831"
"2889" "OG0005035" "YOgnAN13744" "YOgnME12712" "YOgnMO09448" "YOgnPE00233" "YOgnPS02871" "YOgnVI10465" "YOgnWI10161" "YOgnYA09830"
"2890" "OG0005037" "YOgnAN13752" "YOgnME12719" "YOgnMO10074" "YOgnPE00365" "YOgnPS02747" "YOgnVI11263" "YOgnWI10451" "YOgnYA09823"
"2891" "OG0005038" "YOgnAN13765" "YOgnME10422" "YOgnMO10493" "YOgnPE00788" "YOgnPS02357" "YOgnVI10745" "YOgnWI14337" "YOgnYA09463"
"2892" "OG0005039" "YOgnAN13767" "YOgnME10421" "YOgnMO10494" "YOgnPE00790" "YOgnPS02358" "YOgnVI10746" "YOgnWI12139" "YOgnYA09462"
"2893" "OG0005040" "YOgnAN13775" "YOgnME10722" "YOgnMO10095" "YOgnPE00582" "YOgnPS02541" "YOgnVI10379" "YOgnWI14354" "YOgnYA11643"
"2894" "OG0005041" "YOgnAN13780" "YOgnME12425" "YOgnMO08606" "YOgnPE14715" "YOgnPS01796" "YOgnVI10046" "YOgnWI10515" "YOgnYA11286"
"2895" "OG0005042" "YOgnAN13785" "YOgnME12432" "YOgnMO08598" "YOgnPE14705" "YOgnPS01787" "YOgnVI10037" "YOgnWI12913" "YOgnYA11292"
"2896" "OG0005043" "YOgnAN13786" "YOgnME12434" "YOgnMO10374" "YOgnPE14704" "YOgnPS01786" "YOgnVI11066" "YOgnWI12849" "YOgnYA11293"
"2897" "OG0005044" "YOgnAN13791" "YOgnME13446" "YOgnMO08832" "YOgnPE09490" "YOgnPS01257" "YOgnVI02220" "YOgnWI13374" "YOgnYA10424"
"2898" "OG0005045" "YOgnAN13792" "YOgnME13447" "YOgnMO09160" "YOgnPE09489" "YOgnPS01256" "YOgnVI10558" "YOgnWI13373" "YOgnYA10423"
"2899" "OG0005046" "YOgnAN13793" "YOgnME13449" "YOgnMO10357" "YOgnPE09488" "YOgnPS01255" "YOgnVI11053" "YOgnWI13372" "YOgnYA10422"
"2900" "OG0005048" "YOgnAN13815" "YOgnME12064" "YOgnMO08917" "YOgnPE01316" "YOgnPS00658" "YOgnVI02067" "YOgnWI12281" "YOgnYA11749"
"2901" "OG0005049" "YOgnAN13824" "YOgnME12615" "YOgnMO08908" "YOgnPE01323" "YOgnPS00650" "YOgnVI02059" "YOgnWI12276" "YOgnYA11459"
"2902" "OG0005050" "YOgnAN13827" "YOgnME12618" "YOgnMO10773" "YOgnPE01377" "YOgnPS00595" "YOgnVI02029" "YOgnWI13818" "YOgnYA11462"
"2903" "OG0005051" "YOgnAN13828" "YOgnME12619" "YOgnMO10774" "YOgnPE01378" "YOgnPS00594" "YOgnVI02028" "YOgnWI13819" "YOgnYA11463"
"2904" "OG0005052" "YOgnAN13834" "YOgnME12623" "YOgnMO10776" "YOgnPE01380" "YOgnPS00591" "YOgnVI02025" "YOgnWI13825" "YOgnYA11469"
"2905" "OG0005053" "YOgnAN13836" "YOgnME12624" "YOgnMO10778" "YOgnPE01382" "YOgnPS00590" "YOgnVI02024" "YOgnWI13826" "YOgnYA11470"
"2906" "OG0005054" "YOgnAN13845" "YOgnME12636" "YOgnMO10787" "YOgnPE00204" "YOgnPS02899" "YOgnVI02014" "YOgnWI13834" "YOgnYA11481"
"2907" "OG0005055" "YOgnAN13850" "YOgnME12643" "YOgnMO10108" "YOgnPE00200" "YOgnPS02905" "YOgnVI11169" "YOgnWI13837" "YOgnYA11487"
"2908" "OG0005056" "YOgnAN13857" "YOgnME12652" "YOgnMO10101" "YOgnPE00193" "YOgnPS02912" "YOgnVI11174" "YOgnWI13846" "YOgnYA11495"
"2909" "OG0005057" "YOgnAN13858" "YOgnME12653" "YOgnMO10100" "YOgnPE00192" "YOgnPS02913" "YOgnVI11175" "YOgnWI13847" "YOgnYA11496"
"2910" "OG0005058" "YOgnAN13861" "YOgnME13038" "YOgnMO09793" "YOgnPE15115" "YOgnPS03696" "YOgnVI02746" "YOgnWI12329" "YOgnYA10886"
"2911" "OG0005059" "YOgnAN13869" "YOgnME13045" "YOgnMO09788" "YOgnPE15123" "YOgnPS03704" "YOgnVI02751" "YOgnWI12322" "YOgnYA10892"
"2912" "OG0005060" "YOgnAN13876" "YOgnME13052" "YOgnMO09784" "YOgnPE14622" "YOgnPS01708" "YOgnVI02755" "YOgnWI12316" "YOgnYA10899"
"2913" "OG0005061" "YOgnAN13882" "YOgnME13059" "YOgnMO09777" "YOgnPE14615" "YOgnPS01699" "YOgnVI02763" "YOgnWI12309" "YOgnYA10906"
"2914" "OG0005062" "YOgnAN13885" "YOgnME13060" "YOgnMO09775" "YOgnPE14613" "YOgnPS01696" "YOgnVI02766" "YOgnWI12306" "YOgnYA10910"
"2915" "OG0005063" "YOgnAN13889" "YOgnME13063" "YOgnMO09772" "YOgnPE14610" "YOgnPS01693" "YOgnVI02769" "YOgnWI12303" "YOgnYA10914"
"2916" "OG0005064" "YOgnAN13891" "YOgnME13065" "YOgnMO09527" "YOgnPE14607" "YOgnPS01690" "YOgnVI09861" "YOgnWI12301" "YOgnYA10917"
"2917" "OG0005066" "YOgnAN13901" "YOgnME12147" "YOgnMO10517" "YOgnPE09415" "YOgnPS01180" "YOgnVI10085" "YOgnWI10963" "YOgnYA09269"
"2918" "OG0005067" "YOgnAN13907" "YOgnME12154" "YOgnMO09193" "YOgnPE14905" "YOgnPS03497" "YOgnVI11546" "YOgnWI10555" "YOgnYA09263"
"2919" "OG0005068" "YOgnAN13909" "YOgnME12157" "YOgnMO09191" "YOgnPE14907" "YOgnPS03499" "YOgnVI11548" "YOgnWI14424" "YOgnYA09259"
"2920" "OG0005069" "YOgnAN13911" "YOgnME12160" "YOgnMO09189" "YOgnPE14909" "YOgnPS03501" "YOgnVI11550" "YOgnWI14426" "YOgnYA09255"
"2921" "OG0005070" "YOgnAN13916" "YOgnME12164" "YOgnMO10560" "YOgnPE14912" "YOgnPS03504" "YOgnVI02689" "YOgnWI10261" "YOgnYA09251"
"2922" "OG0005071" "YOgnAN13919" "YOgnME12167" "YOgnMO10563" "YOgnPE14915" "YOgnPS03507" "YOgnVI02692" "YOgnWI10697" "YOgnYA09248"
"2923" "OG0005075" "YOgnAN13947" "YOgnME12202" "YOgnMO10581" "YOgnPE14938" "YOgnPS03531" "YOgnVI02712" "YOgnWI10719" "YOgnYA09221"
"2924" "OG0005076" "YOgnAN13950" "YOgnME11945" "YOgnMO09405" "YOgnPE14449" "YOgnPS01526" "YOgnVI01473" "YOgnWI10758" "YOgnYA10660"
"2925" "OG0005077" "YOgnAN13951" "YOgnME11946" "YOgnMO09404" "YOgnPE14448" "YOgnPS01525" "YOgnVI01472" "YOgnWI10759" "YOgnYA10661"
"2926" "OG0005078" "YOgnAN13955" "YOgnME12300" "YOgnMO11234" "YOgnPE09649" "YOgnPS01423" "YOgnVI10859" "YOgnWI10660" "YOgnYA11163"
"2927" "OG0005079" "YOgnAN13956" "YOgnME12301" "YOgnMO09188" "YOgnPE10008" "YOgnPS03195" "YOgnVI11551" "YOgnWI10576" "YOgnYA11164"
"2928" "OG0005080" "YOgnAN13958" "YOgnME13471" "YOgnMO09816" "YOgnPE09974" "YOgnPS03156" "YOgnVI02724" "YOgnWI12982" "YOgnYA10401"
"2929" "OG0005081" "YOgnAN13969" "YOgnME13480" "YOgnMO09811" "YOgnPE09979" "YOgnPS03167" "YOgnVI02730" "YOgnWI13433" "YOgnYA10392"
"2930" "OG0005082" "YOgnAN13979" "YOgnME10050" "YOgnMO10918" "YOgnPE09989" "YOgnPS03175" "YOgnVI11538" "YOgnWI10563" "YOgnYA08927"
"2931" "OG0005083" "YOgnAN13984" "YOgnME10045" "YOgnMO11366" "YOgnPE10011" "YOgnPS03197" "YOgnVI02368" "YOgnWI09867" "YOgnYA08921"
"2932" "OG0005084" "YOgnAN13987" "YOgnME10292" "YOgnMO08621" "YOgnPE09658" "YOgnPS01432" "YOgnVI10061" "YOgnWI09630" "YOgnYA09332"
"2933" "OG0005086" "YOgnAN13989" "YOgnME10287" "YOgnMO08618" "YOgnPE09656" "YOgnPS01430" "YOgnVI10059" "YOgnWI09629" "YOgnYA09329"
"2934" "OG0005087" "YOgnAN13993" "YOgnME10559" "YOgnMO11079" "YOgnPE09647" "YOgnPS01421" "YOgnVI10988" "YOgnWI10269" "YOgnYA09595"
"2935" "OG0005088" "YOgnAN14000" "YOgnME10551" "YOgnMO07378" "YOgnPE09642" "YOgnPS01417" "YOgnVI14527" "YOgnWI10275" "YOgnYA09588"
"2936" "OG0005089" "YOgnAN14001" "YOgnME10548" "YOgnMO11446" "YOgnPE09641" "YOgnPS01415" "YOgnVI02866" "YOgnWI10276" "YOgnYA09586"
"2937" "OG0005090" "YOgnAN14006" "YOgnME10542" "YOgnMO09738" "YOgnPE09636" "YOgnPS01410" "YOgnVI02348" "YOgnWI10281" "YOgnYA09582"
"2938" "OG0005091" "YOgnAN14010" "YOgnME10539" "YOgnMO09733" "YOgnPE09633" "YOgnPS01408" "YOgnVI02340" "YOgnWI10282" "YOgnYA09579"
"2939" "OG0005092" "YOgnAN14014" "YOgnME10536" "YOgnMO10510" "YOgnPE09629" "YOgnPS01403" "YOgnVI10763" "YOgnWI14083" "YOgnYA09576"
